"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"beta[1,66]",-5.163774329476,0.0190898124086805,0.17976503405161,-5.57203606739675,-5.27119733953811,-5.15280791728502,-5.03750726029951,-4.84349453908505,88.676209612947,1.00677406711818
"beta[1,67]",-5.66557395913083,0.0191829637908555,0.179813866501373,-6.07223499317597,-5.77169117343386,-5.65646446162077,-5.54031677206447,-5.3479930850848,87.8648041424245,1.00681726782125
"beta[1,68]",4.85096350635716,0.0389647455566503,1.80165381728988,2.12590194569805,3.53355487573622,4.59669150570399,5.90713916931943,9.0480772965509,2137.95718237269,0.999496574147312
"beta[1,69]",-5.55740067783229,0.0191989602127185,0.179470527928381,-5.96307085769461,-5.66245989788755,-5.54840014283308,-5.43167773747686,-5.23541825323157,87.3837872872191,1.00693391746481
"beta[2,1]",3.00999704131834,0.0199570002016679,0.185000846093409,2.68638576754282,2.87638749669598,3.00128960022164,3.12557417311198,3.42618627891765,85.9323929762495,1.00865028051404
"beta[2,2]",-4.47295146416942,0.0840702728667498,3.63902600280964,-12.2287133945322,-6.76057418556642,-4.30867694759776,-2.14016315240783,2.56230865796444,1873.63678252451,1.00149518597027
"beta[2,3]",-4.28107457978424,0.0739815971002926,3.6320693279876,-11.6910646967974,-6.56494768259547,-4.15670421190472,-1.85251369336347,2.7125985663684,2410.24313285437,1.00081474427135
"beta[2,4]",-3.98586628189789,0.0873876374974045,3.60746106330688,-11.2477658863063,-6.31074119640432,-3.87232652374105,-1.4952897212865,2.88773001269457,1704.13229815507,1.00066596867109
"beta[2,5]",-5.14184969822886,0.0190835567116206,0.183536737282212,-5.5489049546691,-5.25409436209812,-5.13212872247596,-5.01476980259939,-4.81939596780704,92.4969418636734,1.00735400054743
"beta[2,6]",-3.96441250862916,0.0741773045506167,3.53337212080611,-11.7347466436205,-6.05780770145164,-3.76137637275399,-1.6093558298669,2.64804226608598,2269.01130769216,1.00040367133015
"beta[2,7]",6.37014883763032,0.0367207609739203,1.70698139960167,3.81971247336317,5.10634035893227,6.10567581121928,7.33112292985575,10.5079451005276,2160.89782476353,1.00140899182367
"beta[2,8]",-14.5932851756974,0.0346513345682715,1.59986964369715,-18.519936302381,-15.3776704604123,-14.3202969775247,-13.4847047625649,-12.2390342642066,2131.71560592117,0.999181338335542
"beta[2,9]",-5.04430959431266,0.0191486637463967,0.183065131548834,-5.4645236485587,-5.1564755303159,-5.03587606825416,-4.91677301756846,-4.72486726203569,91.39750032778,1.0070176488818
